time,scenario,vehicle_id,stage,zone,nearest_vehicle_id,conflict_vehicle_ids,merge_conflict,crossing_conflict,right_side_vehicle_present,min_eta_gap,model_decision,model_confidence,final_decision,applied_action,decision_reason,runtime_mode,collision_count
21.8,SCENARIO_2,vehicle_D,DECISION_FINAL,DECISION,vehicle_C,[],0,0,1,0.3155252431708022,GO,0.8553733141515941,GO,GO,decision_final_go,NUMPY_EXACT_LSTM,0
22.0,SCENARIO_2,vehicle_C,THRESHOLD_MONITORING,THRESHOLD,vehicle_D,[],0,0,0,0.5653032780332379,NEUTRAL,0.9791541995809808,NEUTRAL,MAINTAIN_30KMH,threshold_awareness_collection,NUMPY_EXACT_LSTM,0
22.0,SCENARIO_2,vehicle_D,THRESHOLD_MONITORING,THRESHOLD,vehicle_C,[],0,0,1,0.5653032780332379,NEUTRAL,0.8566589652925304,NEUTRAL,MAINTAIN_30KMH,threshold_awareness_collection,NUMPY_EXACT_LSTM,0
22.2,SCENARIO_2,vehicle_C,THRESHOLD_MONITORING,THRESHOLD,vehicle_D,[],0,0,0,0.4030825099976183,NEUTRAL,0.9814564697518079,NEUTRAL,MAINTAIN_30KMH,threshold_awareness_collection,NUMPY_EXACT_LSTM,0
22.2,SCENARIO_2,vehicle_D,THRESHOLD_MONITORING,THRESHOLD,vehicle_C,[],0,0,1,0.4030825099976183,NEUTRAL,0.9508907914933941,NEUTRAL,MAINTAIN_30KMH,threshold_awareness_collection,NUMPY_EXACT_LSTM,0
22.4,SCENARIO_2,vehicle_C,THRESHOLD_MONITORING,THRESHOLD,vehicle_D,[],0,0,0,0.1506145793007745,NEUTRAL,0.981708322281301,NEUTRAL,MAINTAIN_30KMH,threshold_awareness_collection,NUMPY_EXACT_LSTM,0
22.4,SCENARIO_2,vehicle_D,THRESHOLD_MONITORING,THRESHOLD,vehicle_C,[],0,0,1,0.1506145793007745,NEUTRAL,0.9753351026068305,NEUTRAL,MAINTAIN_30KMH,threshold_awareness_collection,NUMPY_EXACT_LSTM,0
22.6,SCENARIO_2,vehicle_C,THRESHOLD_MONITORING,THRESHOLD,vehicle_D,[],0,0,0,0.1534477838051207,NEUTRAL,0.9823107888830299,NEUTRAL,MAINTAIN_30KMH,threshold_awareness_collection,NUMPY_EXACT_LSTM,0
22.6,SCENARIO_2,vehicle_D,THRESHOLD_MONITORING,THRESHOLD,vehicle_C,[],0,0,1,0.1534477838051207,NEUTRAL,0.9825535145601489,NEUTRAL,MAINTAIN_30KMH,threshold_awareness_collection,NUMPY_EXACT_LSTM,0
22.8,SCENARIO_2,vehicle_C,THRESHOLD_MONITORING,THRESHOLD,vehicle_D,[],0,0,0,0.4275061032477283,NEUTRAL,0.9856847009775291,NEUTRAL,MAINTAIN_30KMH,threshold_awareness_collection,NUMPY_EXACT_LSTM,0
22.8,SCENARIO_2,vehicle_D,THRESHOLD_MONITORING,THRESHOLD,vehicle_C,[],0,0,1,0.4275061032477283,NEUTRAL,0.986520082074148,NEUTRAL,MAINTAIN_30KMH,threshold_awareness_collection,NUMPY_EXACT_LSTM,0
23.0,SCENARIO_2,vehicle_C,OUTSIDE_CONTEXT,OUTSIDE,vehicle_D,[],0,0,0,0.6777185013945961,NEUTRAL,0.9814685668092297,NEUTRAL,MAINTAIN_30KMH,outside_context,NUMPY_EXACT_LSTM,0
23.0,SCENARIO_2,vehicle_D,THRESHOLD_MONITORING,THRESHOLD,vehicle_C,[],0,0,0,0.6777185013945961,NEUTRAL,0.986443670009404,NEUTRAL,MAINTAIN_30KMH,threshold_awareness_collection,NUMPY_EXACT_LSTM,0
23.2,SCENARIO_2,vehicle_C,OUTSIDE_CONTEXT,OUTSIDE,vehicle_D,[],0,0,0,0.908666138277272,NEUTRAL,0.973128590518865,NEUTRAL,MAINTAIN_30KMH,outside_context,NUMPY_EXACT_LSTM,0
23.2,SCENARIO_2,vehicle_D,THRESHOLD_MONITORING,THRESHOLD,vehicle_C,[],0,0,0,0.908666138277272,NEUTRAL,0.9886869239871122,NEUTRAL,MAINTAIN_30KMH,threshold_awareness_collection,NUMPY_EXACT_LSTM,0
23.4,SCENARIO_2,vehicle_C,OUTSIDE_CONTEXT,OUTSIDE,vehicle_D,[],0,0,0,0.9988614169405965,NEUTRAL,0.9604150571225206,NEUTRAL,MAINTAIN_30KMH,outside_context,NUMPY_EXACT_LSTM,0
23.4,SCENARIO_2,vehicle_D,THRESHOLD_MONITORING,THRESHOLD,vehicle_C,[],0,0,0,0.9988614169405965,NEUTRAL,0.9887816297992622,NEUTRAL,MAINTAIN_30KMH,threshold_awareness_collection,NUMPY_EXACT_LSTM,0
23.6,SCENARIO_2,vehicle_C,OUTSIDE_CONTEXT,OUTSIDE,,[],0,0,0,100.0,NEUTRAL,0.9250620432300961,NEUTRAL,MAINTAIN_30KMH,outside_context,NUMPY_EXACT_LSTM,0
23.6,SCENARIO_2,vehicle_D,THRESHOLD_MONITORING,THRESHOLD,,[],0,0,0,100.0,NEUTRAL,0.9821859893190704,NEUTRAL,MAINTAIN_30KMH,threshold_awareness_collection,NUMPY_EXACT_LSTM,0
23.8,SCENARIO_2,vehicle_C,OUTSIDE_CONTEXT,OUTSIDE,,[],0,0,0,100.0,NEUTRAL,0.8789985667828938,NEUTRAL,MAINTAIN_30KMH,outside_context,NUMPY_EXACT_LSTM,0
23.8,SCENARIO_2,vehicle_D,THRESHOLD_MONITORING,THRESHOLD,,[],0,0,0,100.0,NEUTRAL,0.977943165958,NEUTRAL,MAINTAIN_30KMH,threshold_awareness_collection,NUMPY_EXACT_LSTM,0
24.0,SCENARIO_2,vehicle_C,OUTSIDE_CONTEXT,OUTSIDE,,[],0,0,0,100.0,NEUTRAL,0.8316655596556852,NEUTRAL,MAINTAIN_30KMH,outside_context,NUMPY_EXACT_LSTM,0
24.0,SCENARIO_2,vehicle_D,OUTSIDE_CONTEXT,OUTSIDE,,[],0,0,0,100.0,NEUTRAL,0.9638900574197709,NEUTRAL,MAINTAIN_30KMH,outside_context,NUMPY_EXACT_LSTM,0
24.2,SCENARIO_2,vehicle_C,OUTSIDE_CONTEXT,OUTSIDE,,[],0,0,0,100.0,NEUTRAL,0.7821831103629241,NEUTRAL,MAINTAIN_30KMH,outside_context,NUMPY_EXACT_LSTM,0
24.2,SCENARIO_2,vehicle_D,OUTSIDE_CONTEXT,OUTSIDE,,[],0,0,0,100.0,NEUTRAL,0.9456895944577008,NEUTRAL,MAINTAIN_30KMH,outside_context,NUMPY_EXACT_LSTM,0
24.4,SCENARIO_2,vehicle_C,OUTSIDE_CONTEXT,OUTSIDE,,[],0,0,0,100.0,NEUTRAL,0.7223986536340508,NEUTRAL,MAINTAIN_30KMH,outside_context,NUMPY_EXACT_LSTM,0
24.4,SCENARIO_2,vehicle_D,OUTSIDE_CONTEXT,OUTSIDE,,[],0,0,0,100.0,NEUTRAL,0.9221075941042173,NEUTRAL,MAINTAIN_30KMH,outside_context,NUMPY_EXACT_LSTM,0
24.6,SCENARIO_2,vehicle_C,OUTSIDE_CONTEXT,OUTSIDE,,[],0,0,0,100.0,NEUTRAL,0.6746883427433745,NEUTRAL,MAINTAIN_30KMH,outside_context,NUMPY_EXACT_LSTM,0
24.6,SCENARIO_2,vehicle_D,OUTSIDE_CONTEXT,OUTSIDE,,[],0,0,0,100.0,NEUTRAL,0.895328726929665,NEUTRAL,MAINTAIN_30KMH,outside_context,NUMPY_EXACT_LSTM,0
24.8,SCENARIO_2,vehicle_D,OUTSIDE_CONTEXT,OUTSIDE,,[],0,0,0,100.0,NEUTRAL,0.8559260714091576,NEUTRAL,MAINTAIN_30KMH,outside_context,NUMPY_EXACT_LSTM,0
25.0,SCENARIO_2,vehicle_D,OUTSIDE_CONTEXT,OUTSIDE,,[],0,0,0,100.0,NEUTRAL,0.8135075491019941,NEUTRAL,MAINTAIN_30KMH,outside_context,NUMPY_EXACT_LSTM,0
